"filename", "language", "JSON", "Docker", "Markdown", "YAML", "Properties", "TypeScript", "JSON with Comments", "comment", "blank", "total"
"c:\Users\INNOVACIÓN\Documents\JhonM\copesiuna\Backend-copesiuna\src\interfaces\detalle-analisis-suelo.interface.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 0, 0, 4
"c:\Users\INNOVACIÓN\Documents\JhonM\copesiuna\Backend-copesiuna\src\interfaces\detalle-estimacion-cosecha.interface.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 0, 0, 4
"c:\Users\INNOVACIÓN\Documents\JhonM\copesiuna\Backend-copesiuna\src\interfaces\estimacion-cosecha.interface.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
"c:\Users\INNOVACIÓN\Documents\JhonM\copesiuna\Backend-copesiuna\src\interfaces\index.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 14
"c:\Users\INNOVACIÓN\Documents\JhonM\copesiuna\Backend-copesiuna\src\interfaces\load-bitacora-suelo.ts", "TypeScript", 0, 0, 0, 0, 0, 24, 0, 0, 1, 25
"c:\Users\INNOVACIÓN\Documents\JhonM\copesiuna\Backend-copesiuna\src\interfaces\mazorca.interface.ts", "TypeScript", 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"c:\Users\INNOVACIÓN\Documents\JhonM\copesiuna\Backend-copesiuna\src\interfaces\productor.interface.ts", "TypeScript", 0, 0, 0, 0, 0, 9, 0, 0, 1, 10
"c:\Users\INNOVACIÓN\Documents\JhonM\copesiuna\Backend-copesiuna\src\interfaces\propiedades-suelo.interface.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
"c:\Users\INNOVACIÓN\Documents\JhonM\copesiuna\Backend-copesiuna\src\interfaces\token.interface.ts", "TypeScript", 0, 0, 0, 0, 0, 6, 0, 0, 1, 7
"c:\Users\INNOVACIÓN\Documents\JhonM\copesiuna\Backend-copesiuna\src\interfaces\user.interface.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 1, 15
"c:\Users\INNOVACIÓN\Documents\JhonM\copesiuna\Backend-copesiuna\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 16, 87, 9, 112
"c:\Users\INNOVACIÓN\Documents\JhonM\copesiuna\Backend-copesiuna\tslint.json", "JSON", 9, 0, 0, 0, 0, 0, 0, 0, 0, 9
"Total", "-", 3359, 7, 2, 11, 8, 5180, 16, 242, 740, 9565
